content,score
"Tiktok saya tiba2 ke blokir sendiri karena katanya sepertinya akun saya punya Anak kecil.. Kok bisa begitu sih? Apa karena isi kontennya video anak kecil saja? itukan video anak saya 😔😔 tolong pertimbangkan lagi banding saya yaa, sayang video2 di tiktok saya 😔 saya sama sekali tidak bisa login ke akun sayaa.. tolong kebijakannya..",1
"suka sama streak nya tapi -nya ga bisa pake filter sapi, sama ga bisa bikin sorotan 🥲🥲",5
seru bgt dan disini ada banyak vidio sus,5
SANGAT MENGHIBUR😻😻😻😻😻😻😻😻😻😻,5
soalnya susah buat akun,4
🤩,5
udik bet tiktok gua,3
àplikasi tài akun saya kok tiba2 di blokir permanen padahal saya ga pernah upload video atau komen yg aneh2 cuma liat2 video aja buàt ngisi waktu luang. Tiktok kamp.. t,1
buruk,1
good aplikasi,5
bentar ku cek,5
"gabisa mulu repost api anjir, apasi masalahnya",1
berguna untuk mencari informasi,5
Aplikasi yg sangat cocok untuk anak muda,5
ngelag,1
Aplikasi yg bagus untuk menghibur,5
tiktok keren,5
wlaupun sering d tolak mlulu mau ngajuin paylater sy tetep ksh bintang 5,5
"Bad banget pelayanannya. lempar sana-sini dari tanggung jawab. untuk minta refund saja dari pesanan yang masih stuck selama 18 hari, malah di suruh tunggu terus. padahal pihak ekspedisi sudah menyatakan hilang atau rusak dan di sarankan untuk ajukan pengembalian dana ke platform. ketika melaporkan hal ini ke pihak platform, yang ada malah di suruh tunggu again tanpa kejelasan yang valid. sudahlah rugi waktu, rugi payment di awal, rugi kesabaran dalam menghadapi CS semua pihak yang lempar jawaban",1
bagus banget untuk beristirahat👍👍👍,4
bagus,5
"tolong di perbaiki aplikasi nya Apload vidio hd pas di post malah pecah, aplikasi gedek kok bisa gini",1
Sangat bagus Dan bisa untuk belanja,5
Velocity nya ngeleg,2
mohon untuk mengembalikan dana saya yang terpotong oleh coin Recharge,5
mantap,5
"terlalu memaksaa untuk menyalakan izin lokasi mohon maaf itu privasi mengapa tiap saya searching sesuatu harus dipaksa nyalain izin lokasi, kalau juga begitu diharapkan agar bisa menolak tapi tombol menolak memberi izin tidak di sertakan",1
seru banget bisa liat video setiap hari aku sampe Ketagihan liat video di tiktok😃😃😄😁,5
ngelag.,5
"peraturan affiliet nya gak ngotak, masak dikit dikit kenak PL, giliran yang joget joget pakek kolor, gak kenak pl.",1
game ini sangat bagus aku suka game ini,5
WOYY KOO SEKARANG VELOCITY NYA JADI KEDAT KEDUT SII GA SMOTH KAYA DULUU INII KNPP WOYYY,1
makin lelet suka keluar sendiri dri APK😩,1
aplikasinya bagus gak ada kendala👍👍,5
"habis di perbarui mlh ngeleg..sering keluar sendiri..padahal ruang penyimpanan masih bnyak..lama"" aplikasi ini sangat jelek..saya tidak ngasih bintang",1
di tiktok lebih terhibur,5
suka,5
tiba tiba akun ku di blokir njiiir sumoah sala apa gue,1
gk bagus,1
tidak bisa masuk ketiktoknya,1
bagus sih solnya aku suka tiktok🤭👍👍,5
bagus makasih 🤍,4
kaga ada bokep nya,5
bagus,5
"aplikasih tiktok sekarang kadang langsung balek sendiri padahal masih asik , scroll tiktok,eh tiba ,katanya aplikasih tiktok tidak merespon,padahal buka aplikasih FB,WA,IG GK ada kendala sama sekali",1
aplikasi kasi tolol gua di tuduh melakukan hal yang macam macam padahal gua GK ngapa ngapin terus akun gua di blokir selamanya emang aplikasi tolol . jangan mau download aplikasi ini cari aplikasi lain aja,1
"aplikasi sangat kecewa, saya tdk buat apa2 pelanggran di tiktok, tapi akun tiktok saya di blokir, dimana dengan pailiter saya yg belum di bayar, tolong lah tiktok kembalikan akun saya tiktok.",1
Sering keluar sendiri,3
Niswar,5
bagus,5
Seru,5
aplikasinya lemot sering keluar sendiri,2
kalau update ga kira kira gede banget kacau,3
lebih aman,5
tiba tiba ga jalan,1
baguss banget,5
Seru buat hiburan dan tawa,5
tiktok yang terbaik,5
ok,5
"bagus, bnyk video, bisa live, bisa bwt streak, bisa bwt grup, - nya akun aku sering ke block udah 5×, bismillah 2 akun aku gak pernah ke block lagi",5
ngeleg padahal jaringan bagus knpah yah,1
"tolong ya hal yang berbau 18+ itu di sensor atau banned oleh tiktok, karena sekarang berkeliaran dimana-mana bahkan banyak artis juga ikut kena sexualizing, tolong ya",1
sumpah semenjak update gabisa posting ulang plis gatenang,5
jelek banget sering ngelag,1
apk favorit,5
bagus,5
"kalau buka profil sendiri,toko dan pencarian kadang ngeleg🙏",4
tiktok seru tapi fyp ku gajelas,5
Gabisa download,1
karna setiap lg live suka bnyak yg ngeblokir jgn adain fitur blokir lg,1
"TikTok is too tight, because it's crowded with users, it's made tight, but after a while there will be a violation, live videos usually get a violation, while live videos showing thighs and breasts don't get a violation.",1
tik tok ga jelas orang umur sayah 30 thn di bilang nya 16 thn tolol emang,1
bagus,5
ini kenapa jadi gabisa kirim chat ke 1 orang ya?? padahal umur saya udah diatas 18 dan saya tidak melakukan kata kata pelanggaran atau hal yang berbau seksual di chat itu,1
sering eror kalau edit,1
bagus banget tapi biasa view ku nol padahal udah 1jam tpi its okay.,5
sangat memuaskan,5
"wkwkw dari 5 jdi 2 wkwkwk, lagian banyak bug nya sih mau buka tiktok shop eh mlah keluar sendiri wkwkw",3
tiba tiba forclose dan ngelag sendiri padahal storage Masi banyak aneh tiktok bikin gmood,1
"Why does TikTok often exit TikTok now, I just want to see it, it looks like it's not calm ... please change the feature again",2
"ini tiktok kenapa sih, saya ga ngapa ngapain tiba tiba akun tiktok saya di banned.",1
untuk mengisi kejenuhan .dan ber xpresi,5
bagus,5
sip banget la,5
loading update nya terlalu lama,4
notifnya ganggu bt anjay,2
bagus,5
keren,5
makasih kareba titok bisa mrnghemat data,5
suka keluar sendiri tiktok makanya aku kasih bintang 1 karena suka keluar sendiri padahal data bagus jaringan bagus semua tolong perbaiki nya,1
bagus,5
aplikasi porno,1
semua akun hari ini claim bonus harian error mulu 👎🏻,1
Bagus banget aku suka aplikasinya,1
sangat puas,5
(🇮🇩) pengalaman pribadi saya aplikasi ini tidak membosankan dan aplikasi ini juga cocok untuk belajar lewat melihat video orang lain dan banyak juga edukasi yang di kasih oleh konten kreator,5
"tiba"" akun saya ditangguhkan, aneh padahal tadinya ga kenapa"". tolong segera diatasi min karna saya ada pesan beberapa barang di tiktok",1
"terlalu banyak iklan movie seks, udah di ban keluar lagi keluar terus",1
"Kadang-kadang saat sedang asik asik nya nonton malah ngefreezz,terus tidak menanggapi,harus di hapus baru di download lagi setelah download lebih lancar",2
aku suka tik tok tanpa tik tok saya tidak bisa,5
bagus tapi aku suka hapus donlod terus g ga bisa di download lagi karna memori aku penuh,5
udah ngga bisa di klam ngelek apk sampah,1
kotennya memotivasi aku,5
bagus aja ga tau,5
"Tiktok memang best sangat berguna buat orang"" yg bisa menggunakan aplikasi tiktok dengan baik",5
ok,5
terimakasih,5
"kenapa saya tidak bisa komentar di live, tidak bisa share, salin tautan,dan posting ulang,, tidak bisa terlihat di penonton juga",3
"lagi seru"" secrol vidio eh keluar sendiri",1
vitur IA gk sebagua dlu muka gw malah jdi jelek..,3
au bisa belajar lewat aplikasi ini,5
"tiktoknya bagus tpi,ada satu yg kurang kok akun saya enggak bisa ya coba di perbaiki lagi dong, jdi aku kasih bintang empat",4
bagus banget mempermudah belanja aku suka banget,5
Seru,5
bagus banget,5
tiktok gak jelas eh jangan di tonton aku gak suka tiktok,1
suka keluar sendiri jelek,1
pakek tiktok enak banget,5
mantul,5
intine jos,5
sangat baik aplikasi ini,5
"komentar saya di batasi? sangan berlebihan. maaf saya pindah aplikasi, yang jauh lebih toleran dengan kometar ""meme""",1
bagus untuk kreatiftas dengan hal bisa memajukan pengetahuan untuk lebih maju,5
bagud,5
baagusssssss,5
setiap minggu belanja terus di tiktok gk ada tawar belanja cicilan. gk berguna jg APK tiktok,1
tiktok semakin lama tambah parah,1
tolong kurangin video yg gak jelas,3
mantap,5
bug tombol favorit,2
mantul,5
TikTok offers a very engaging and entertaining experience. The algorithm is surprisingly accurate and always shows content that matches my interests. I also enjoy how creative and diverse the videos are. It’s easy to spend hours on this app without getting bored.,5
well,2
ok lah,5
bagus pokonya,5
keren,5
👍,5
"ada 1 video yg posting ulangnya kita hapus, malah muncul lagi di posting ulang",1
bagus,5
"bagusssssssssss,pokokk eeee bagusss,minus nya sering ngeleg ajaa",5
"tolong adakan lagi profil visit history, itu sangat membantu",4
tidak diragukan,5
ok sangat bagus berkualitas,5
serba bagus semua,5
sippp,5
aplikasi nya bagus tapi update selanjutnya tolong min mau beda hp tapi akun nya sama tolong min juga bisa liat isi draft juga plis pin segera update,3
aplikasi nya bagus,5
terbaik,5
halo min kok vitur vn di aplikasi saya tiba2 hilang yaa setelah di update huhuu,4
kenapa hrus ada btasan usia si,2
semoga mudah saya doplot di hp baru,5
tapi aku gak bisa mesan paket di tiktok kenapa yaa padahal aku ingin mesen paket sekalii aja lagian aku uda mintak izin ke ortu tapi masih gak bisa mesan paket dan umur ku sekarang udah 17 baru ultah aku kemarin 9 April,5
Asekkkk,5
Gak bisa di update tolong diperbaiki gimana ini aku udah hapus banyak aplikasi demi update tik tok malah gak bisa error nih aplikasi tolong developer,1
mantep jir,5
"hapus aja tuh pitur sticker ngeselin bgt, udah gaguna bikin ngleg ke hp juga😡🤬😡",1
biasa ja,5
"Lemot ihh, sering ngelag Kalo bikin VT harus beberapa kali karna ngelag mulu.",1
sering keluar sendiri gajelas,1
bagus untuk menghilangkan stres,5
Kebanyakan bug setelah di update,1
"bug ngelive game share screen gak ada suaranya sih aku masih bisa sabar ya. ini padahal beneran main pakai share screen, eh dapet peringatan. live ku ditangguhkan alasannya konten rekaman/disalin. apasih gajelas banget 😭😭😭 maaf mau balikin bintang 5 gak jadi 🙏🏻🙏🏻🙏🏻 orang kaga ngapa2in malah kena peringatan. males deh...",2
"bagus sih, cuma tolong dong tiktokshop kalo pesanan udah sampe rumah jangan difoto foto, jadi 0 privasi nya. dan kalo bisa tambahin fitur hapus riwayat pesanan",3
titok rusak min jaringan bagus padahal,2
aplikasi ini bagus bisa belaja,5
ke blokir terus dan nga fyp aku nyesel banget pdhl ud tagar fyppppp masuk beranda njirr lahh gimana lah gitu urus dikit lag BTW nama tik tok aku sola.saroinsong,2
"tidak fantast, abis update malah sering lag, keluar' terus dari aplikasi nya",1
rakus penyimpanan,1
GK jelas tiktok sekarang masak akun buat jualan ludes di blokir semua,1
masa nggak bisa masuk ke akun sendiri,2
bagus,5
demoga makin berjaya buat tiktok,5
iklan terlalu banyak,1
"Apakah tiktok sekarang perkara ngetik ""mau ngerjain tugas"" aja kena pelanggaran dan gabisa ngirim pesan STREAK GUA KAYA GIMANA ANJIR",1
tapi gak bisa fitur vn,5
kenapa di aplikasi tiktok saya tidak muncul dua kamera,5
keren dan mantap,5
sangat bagus,5
Apk jelek!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong apa liat kebawah udh dibilang booong,5
"apaan coba tiba-tiba akun gw diblokir selamanya padahal gw ga pernah post sesuatu yang negatif tiba-tiba diblokir selamanya, udah saya ajukan banding tapi tidak ada jawaban dari pihak tiktok hadehhh, untuk apa diadakan customer service tapi pihak tiktok tidak menanggapinya",1
mantap,5
yeaaa ini apk asikkkk😝,5
sering keluar dari apk sendiri gak suka,1
"sering gabisa masuk ketiktok,setiap 2 hari sama 3hari sekarang banyak bug",4
mantap,5
"upload stak di 30% dan ga bisa upload beberapa hari, update apk harus uninstall apk dulu, update pun lama sudah 100% msih g ter install",1
ok,5
tiktok emang paling mantap poll,5
jelek payah,1
tolong kasih vitur vn☹️,5
"I’d love a feature in TikTok DMs that lets us search messages by specific dates, from the very first message until now (2026). It would be really helpful and make finding old chats so much easier. Hope this can be implemented soon, thank you!",5
asik,5
bagus,5
kureting 5 tapi ahur ada voting am call👌😆,5
ini tiktok gimna sih makin kesini makin gak jelas trand nya terus saya udah melaporkan tapi tidak di gubris laporan saya tolong benerin lagi Trand nya. jangan sampai ada kata kasar,1
eror banget pas buka wa padahal memori gak penuh suka keluar sendiri gitu,4
sering bug+lag,4
sering bgt ngelag,2
asik bgt apk ini,5
sangat bermanpaat,5
bagus,5
krnaa bnyaaa penghiburr,5
sangat bagusss,5
"semoga pengikut ku 100 aj deh bersyukur, aminn",5
klo untuk saya sih bagus ya soalnya klo mau belanja jadi mudah,5
semenjak update kemarin kalo buka tiktok kadang² suka black screen sama sebagian yang aku follow ga bisa liat live nya tolong di perbaiki,1
👍🏻👍🏻👍🏻,5
aplikasinya bagus buat yang gabut-gabut aja sih jadi kalian bisa belanja bisa nonton drakor tapi drakor mah buat orang dewasa bisa nonton tiktokers,5
bagus,5
sukakkkk bangetttt,5
mantaaaap,5
"kenapa pas hp ku baru keriset video tiktok yang mau kucari,atau fyp ku tuh gk bisa lebih 1mnt padhal dulu bisa",3
mantap semoga segera bisa ke 600 follower untuk buka kerkun,5
bagus bgtt,5
Bagus,5
isine sangar cak warai aku liar✌😝,5
saya merasa senang dengan tiktok. dapat banyak hadiah nya dan menghibur,5
"the best pokoknya aplikasi ini...sangat membantu, menghibur juga🥰😘",5
Dana mantab lah.,1
bagus bgtt lain kali buat tin biar gak gampang ngelag ya,5
bagus banget,5
"kena pembatasan akun karena ngetik ""kelas 4 sd"", padahal di pengaturan akun usia saya sudah melebihi batas minum untuk mengakses tiktok, tolong banding saya segera di terima secepatnya dikarenakan saya tidak bisa mengakses fitur-fitur tiktok saat ini. saya akan mengganti rate app ini jika sudah di terima banding saya.",1
fitur tiktok shop dan live di batasi padahal udah ajukan banding sudah 4× sesuai arahan tetap di tolak,1
bagus,5
josss,5
bagus banget,5
sangat bagus jadi aku kasih 5 *****,5
padahal jaringan bagus malah di bilang ga ada jaringan sering ngeleg',1
"paan dah tb"" diblokir",1
"suaranya double Mulu,",1
bagusss banget,4
ee apalikasi ini bagus untuk di download bisa menghasilkan uang juga endor gua juga dapat,5
baguss tapi kadang bosen juga si tapi tteep kukasih bintang 5 aj,5
bagus,5
Asyiiikkkkkk ny TikTok Kereennnnn Bngtz Thnx Tiktok,5
"tulisan kreator yg sedang tren ganggu banget. ilangin coba, kmrin2 engga begini dah. yg bner coba",2
cara munculin vitur VN gimana tok,5
keren,5
bagus bgt tapi ak ga dapet vitur voice note,4
mantap,5
enak bngt bisa nonton sama lihat orang live,5
membuat pelanggaran gak jelas padahal cuman live biasa,1
kenapa yaa Tiktok saya selalu kena pembatasan usia dan sy sudh habis puluh an akun saya mai tiktok sy di perbaiki lagi,1
"sorry gua kasih bintang 1, skrng aplikasinya bapuk bgt. bentar"" pelanggaran, mending kalo alasan pelanggaran nya jelek, ini selalu dibilang mengarah ke seksual aneh, ga msuk akal",1
Baik,5
bosok akun ok kebloker teros,3
"udah brapa hari ada yang tlpn trus dari pihak tiktok, katanya cs ,, akun anda bermasalah mau di blokir , padahal gak ada pelanggaran apapun,, aneh",1
koin tidak bisa di buka,1
sangat membantu,5
apk ngebug pas dibuka sangat gajelas padahal hp normal,4
ini kenapa akun tiktok saya tiba2 keblokir permanen ya padahal saya tdk pernah konten kekerasan samsek,1
apik,5
bagus,5
suda update tapi blom bisa Highlight,3
bguss sru juga tpi kok pas aku update lgi gk bisa ya knp ya (＾ｖ＾),5
sering ngebug,1
seru,5
tidak muncul sms login susah mau bayar playleter,1
BAGUCCC AKUU SUKAAAAAAAA,5
bagus bgt aplikasinya btw aku belum dapet fitur vn nieh,5
apsi tiktok skrang ap² nglag trus jlek,1
seru untuk dilihat serta video nya sangat beragam,5
kocakkkkk hapussss dulu stiker yg bikin lag ga Terima hp gue ngelag gara² tu stiker kalo mau rating lima hapus dulu stikernyaaa,1
aplikasinya makin ke sini makin ngaco dah,1
lama me update nya,5
baguss,5
Asik dan baik,5
bagus banget,5
kata gua teh bagus,5
tidak ada tiktok shop,1
suka aja 🗿,5
BAGUS BGTD,5
enaq nyaman,5
bagus aja,5
belanja di tik tok kaya ladang cuan alias mahal mahal parah,1
bagus,5
bagus vidionya tapi komentar nya agak lain,4
Sangat seruuu menggunakannya,5
jadi sering buka tiktok😭😭😭,5
"sering bug keluar sendiri, biasanya layar putih' sendiri",5
"jelek, sering ngebug. benci banget",1
suka,5
agak laen😑,1
sangat memuaskan aplikasi menghasilkan uang 7juta,5
"aplikasi ny bagusss, dari kameranya, juga cantik, aku suka",5
lagi asik fokus nonton eh Mala ada promosi terus jadi aku malas,4
kenapa di hp samsung m51 ku gak muncul logo timtok shop nya ...,3
kecewa sekali knapa buat edit dan posting video malah gak kluar gambar nya kecewa sekali,1
menarik,5
suka aja gitu,5
"bintang 1, makin di update bukannya makin bagus, ini makin nge bug, susah dibuka, kecewa",1
tiktok bisa minta tolong pulihkan akun saya yang sudah tidak aktiv nomor dan lupa sandi soalnya banyak kenangan sama anak saya dari kecil saya rindu sekali kalo bisa minta tolong sekali,1
jelek,1
kerenn,5
sangat bagus untuk menonton video random apalagi gmmtv,5
bagus banget aku suka bnget ini aplikasi,5
live menyala,5
"aplikasi nya makin uppdate bukan nya makin lancar malah ngelag parah, kebanyakan bug apalagi baru buka tiktok mau scroll beranda mesti lag atau delay lama, tolong untuk pihak developer perbaiki kendala ini, terimakasih......",1
mantap jiwaaa,5
bagus,5
hemat daya,5
"yuyur suka seru bis ablnaja dan ngga kudet ,dan kita bisa belajar di tiktok seturu banget.yuyur endul",5
Bagus sayang nya belum dapat fitur nya baru foto dan stikerr,5
karena seru,5
tolong stiker yah bikin kami ngelek,1
Saya suka tiktok sangat membantu d segala bidang ...,5
gua udah update terbaru tapi masih gak ad yg terbaruu masih sama kaya duluu kepettt kagak jelasss siii,1
bagus,5
minus nya video offline nya cuma 200 maxsimal,5
suka,5
performa aplikasinya sangat biruk. banyak sekali bug,1
bagus banget berguna admin ksh ak fitur tlp dong sma yng lain²ny,5
tidak bisa ngepost vidio,1
sdikit kecewa sma tiktok yang skrng baru juga muncul udah kembali sendiri and ngeleg padahal duluu tiktok aplikasi ter favorit and sekarang ga terlalu bnyak main tiktok karena ngeleg bngettt,2
